review_date,total_value,cash,invested,num_positions,cash_weight_pct,top_holding,top_holding_weight
2024-07-31,1007088.44,212.28,1006876.16,4,0.02,SPY,85.33
2024-08-07,935424.99,212.0,935212.99,7,0.02,SPY,74.91
2024-08-14,996778.58,212.71,996565.87,9,0.02,SPY,63.8
2024-08-21,1044669.45,207.65,1044461.8,11,0.02,SPY,46.74
2024-08-28,1018575.54,38125.44,980450.1,10,3.74,SPY,47.74
2024-09-04,989656.6,44670.07,944986.53,10,4.51,SPY,48.48
2024-09-11,1024062.53,222.63,1023839.9,11,0.02,SPY,46.63
2024-09-18,1036860.38,222.63,1036637.75,11,0.02,SPY,46.64
2024-09-25,1074694.61,222.63,1074471.98,11,0.02,SPY,45.83
2024-10-02,1066224.15,222.63,1066001.52,11,0.02,SPY,46.1
2024-10-09,1115369.51,222.63,1115146.87,11,0.02,SPY,44.71
2024-10-16,1104078.97,222.63,1103856.33,11,0.02,SPY,45.57
2024-10-23,1100674.92,222.63,1100452.29,11,0.02,SPY,45.37
2024-10-30,1106376.38,222.63,1106153.74,11,0.02,SPY,45.29
2024-11-06,1146005.18,222.63,1145782.55,11,0.02,SPY,44.56
2024-11-13,1159247.54,222.63,1159024.9,11,0.02,SPY,44.51
2024-11-20,1138070.36,201.75,1137868.61,11,0.02,SPY,44.53
2024-11-27,1141446.93,201.75,1141245.18,11,0.02,SPY,45.02
2024-12-04,1180086.8,201.75,1179885.05,11,0.02,SPY,44.19
2024-12-11,1145437.67,207.87,1145229.81,11,0.02,SPY,44.12
2024-12-18,1130315.31,8939.52,1121375.79,11,0.79,SPY,43.15
2024-12-25,1189500.38,9568.29,1179932.09,11,0.8,SPY,42.2
2025-01-01,1147316.18,9568.29,1137747.89,11,0.83,SPY,42.64
