review_date,ticker,action,thesis_conviction,action_score,conviction_bucket,prior_weight,new_weight,weight_change,suggested_weight,rationale
2025-09-01,MSFT,initiate,66.2,66.2,high,0.0,3.81,3.81,3.8,"All entry gates passed — conviction 66, thesis strengthening"
2025-09-01,AMD,initiate,65.3,65.3,high,0.0,3.7,3.7,3.7,"All entry gates passed — conviction 65, thesis strengthening"
2025-09-01,AAPL,initiate,59.9,59.9,medium,0.0,3.13,3.13,3.1,"All entry gates passed — conviction 60, thesis strengthening"
2025-09-01,NVDA,initiate,55.3,55.3,medium,0.0,2.65,2.65,2.6,"All entry gates passed — conviction 55, thesis strengthening"
2025-09-01,META,initiate,50.0,50.0,medium,0.0,2.01,2.01,2.0,"All entry gates passed — conviction 50, thesis forming"
2025-09-08,MSFT,hold,66.2,0.0,high,3.81,3.81,0.0,,"Hold — conviction 66, thesis strengthening"
2025-09-08,META,hold,50.0,0.0,medium,2.01,2.01,0.0,,"Hold — conviction 50, thesis forming"
2025-09-08,AMD,hold,65.3,0.0,high,3.7,3.7,0.0,,"Hold — conviction 65, thesis strengthening"
2025-09-08,AAPL,hold,59.9,0.0,medium,3.13,3.13,0.0,,"Hold — conviction 60, thesis strengthening"
2025-09-08,NVDA,hold,55.3,0.0,medium,2.65,2.65,0.0,,"Hold — conviction 55, thesis strengthening"
2025-09-15,MSFT,hold,66.2,0.0,high,3.76,3.76,0.0,,"Hold — conviction 66, thesis strengthening"
2025-09-15,META,hold,50.0,0.0,medium,2.05,2.05,0.0,,"Hold — conviction 50, thesis forming"
2025-09-15,AMD,hold,65.3,0.0,high,3.46,3.46,0.0,,"Hold — conviction 65, thesis strengthening"
2025-09-15,AAPL,hold,59.9,0.0,medium,3.22,3.22,0.0,,"Hold — conviction 60, thesis strengthening"
2025-09-15,NVDA,hold,55.3,0.0,medium,2.57,2.57,0.0,,"Hold — conviction 55, thesis strengthening"
2025-09-22,MSFT,hold,66.2,0.0,high,3.86,3.86,0.0,,"Hold — conviction 66, thesis strengthening"
2025-09-22,META,hold,50.0,0.0,medium,2.07,2.07,0.0,,"Hold — conviction 50, thesis forming"
2025-09-22,AMD,hold,65.3,0.0,high,3.66,3.66,0.0,,"Hold — conviction 65, thesis strengthening"
2025-09-22,AAPL,hold,59.9,0.0,medium,3.18,3.18,0.0,,"Hold — conviction 60, thesis strengthening"
2025-09-22,NVDA,hold,55.3,0.0,medium,2.7,2.7,0.0,,"Hold — conviction 55, thesis strengthening"
2025-09-29,MSFT,hold,66.2,0.0,high,3.85,3.85,0.0,,"Hold — conviction 66, thesis strengthening"
2025-09-29,META,hold,50.0,0.0,medium,2.07,2.07,0.0,,"Hold — conviction 50, thesis forming"
2025-09-29,AMD,hold,65.3,0.0,high,3.62,3.62,0.0,,"Hold — conviction 65, thesis strengthening"
2025-09-29,AAPL,hold,59.9,0.0,medium,3.43,3.43,0.0,,"Hold — conviction 60, thesis strengthening"
2025-09-29,NVDA,hold,55.3,0.0,medium,2.78,2.78,0.0,,"Hold — conviction 55, thesis strengthening"
2025-10-06,MSFT,hold,79.7,0.0,high,3.85,3.85,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-06,META,hold,50.0,0.0,medium,2.01,2.01,0.0,,"Hold — conviction 50, thesis forming"
2025-10-06,AMD,hold,73.6,0.0,high,3.66,3.66,0.0,,"Hold — conviction 74, thesis strengthening"
2025-10-06,AAPL,hold,59.9,0.0,medium,3.41,3.41,0.0,,"Hold — conviction 60, thesis strengthening"
2025-10-06,NVDA,hold,55.3,0.0,medium,2.75,2.75,0.0,,"Hold — conviction 55, thesis strengthening"
2025-10-13,MSFT,hold,79.7,0.0,high,3.91,3.91,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-13,META,hold,50.0,0.0,medium,1.92,1.92,0.0,,"Hold — conviction 50, thesis forming"
2025-10-13,AMD,hold,73.6,0.0,high,4.57,4.57,0.0,,"Hold — conviction 74, thesis strengthening"
2025-10-13,AAPL,hold,59.9,0.0,medium,3.41,3.41,0.0,,"Hold — conviction 60, thesis strengthening"
2025-10-13,NVDA,hold,55.3,0.0,medium,2.78,2.78,0.0,,"Hold — conviction 55, thesis strengthening"
2025-10-20,MSFT,hold,79.7,0.0,high,3.8,3.8,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-20,META,hold,50.0,0.0,medium,1.91,1.91,0.0,,"Hold — conviction 50, thesis forming"
2025-10-20,AMD,hold,73.6,0.0,high,4.85,4.85,0.0,,"Hold — conviction 74, thesis strengthening"
2025-10-20,AAPL,hold,59.9,0.0,medium,3.28,3.28,0.0,,"Hold — conviction 60, thesis strengthening"
2025-10-20,NVDA,hold,55.3,0.0,medium,2.82,2.82,0.0,,"Hold — conviction 55, thesis strengthening"
2025-10-27,MSFT,hold,79.7,0.0,high,3.79,3.79,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-27,META,hold,50.0,0.0,medium,1.95,1.95,0.0,,"Hold — conviction 50, thesis forming"
2025-10-27,AMD,hold,80.5,0.0,high,5.35,5.35,0.0,,"Hold — conviction 80, thesis strengthening"
2025-10-27,AAPL,hold,59.9,0.0,medium,3.45,3.45,0.0,,"Hold — conviction 60, thesis strengthening"
2025-10-27,NVDA,hold,55.3,0.0,medium,2.71,2.71,0.0,,"Hold — conviction 55, thesis strengthening"
2025-11-03,MSFT,hold,81.3,0.0,high,3.87,3.87,0.0,,"Hold — conviction 81, thesis strengthening"
2025-11-03,META,hold,80.1,0.0,high,1.98,1.98,0.0,,"Hold — conviction 80, thesis strengthening"
2025-11-03,AMD,hold,80.5,0.0,high,5.73,5.73,0.0,,"Hold — conviction 80, thesis strengthening"
2025-11-03,AAPL,hold,78.1,0.0,high,3.51,3.51,0.0,,"Hold — conviction 78, thesis strengthening"
2025-11-03,NVDA,hold,55.3,0.0,medium,2.82,2.82,0.0,,"Hold — conviction 55, thesis strengthening"
2025-11-10,MSFT,hold,81.3,0.0,high,3.77,3.77,0.0,,"Hold — conviction 81, thesis strengthening"
2025-11-10,META,hold,80.1,0.0,high,1.68,1.68,0.0,,"Hold — conviction 80, thesis strengthening"
2025-11-10,AMD,hold,83.0,0.0,high,5.74,5.74,0.0,,"Hold — conviction 83, thesis strengthening"
2025-11-10,AAPL,hold,78.1,0.0,high,3.52,3.52,0.0,,"Hold — conviction 78, thesis strengthening"
