review_date,total_value,cash,invested,num_positions,cash_weight_pct,top_holding,top_holding_weight
2025-07-31,1004053.16,832843.72,171209.44,5,82.95,META,5.44
2025-08-07,1002572.54,773136.95,229435.59,5,77.12,META,7.36
2025-08-14,1010748.33,702526.72,308221.61,5,69.51,META,9.48
2025-08-21,993528.65,684717.19,308811.47,5,68.92,AAPL,9.99
2025-08-28,996078.46,682454.95,313623.51,5,68.51,AAPL,10.05
2025-09-04,988215.91,679679.9,308536.01,5,68.78,AAPL,10.08
2025-09-11,981637.09,681072.29,300564.79,5,69.38,AAPL,9.73
2025-09-18,990014.13,680558.58,309455.54,5,68.74,META,10.0
2025-09-25,980947.3,677562.0,303385.29,4,69.07,AAPL,10.14
2025-10-02,982389.74,665314.97,317074.77,4,67.72,AAPL,10.14
2025-10-09,1009346.54,633863.59,375482.94,4,62.8,AMD,10.03
2025-10-16,999683.47,632164.75,367518.71,4,63.24,AMD,10.03
2025-10-23,1008610.37,613046.51,395563.86,4,60.78,MSFT,10.01
2025-10-30,993593.26,602755.65,390837.61,4,60.66,AAPL,10.4
2025-11-06,969423.0,619582.27,349840.72,4,63.91,AAPL,10.32
2025-11-13,972593.38,637835.95,334757.43,4,65.58,AAPL,10.42
2025-11-20,946853.56,736824.15,210029.41,3,77.82,AAPL,10.44
2025-11-27,953856.27,629735.28,324120.98,5,66.02,AAPL,10.8
2025-12-04,955986.2,629735.28,326250.92,5,65.87,AAPL,10.9
2025-12-11,949975.5,602176.42,347799.08,5,63.39,AAPL,10.47
2025-12-18,942951.07,698865.81,244085.26,4,74.11,MSFT,9.92
2025-12-25,948136.3,632357.3,315779.0,5,66.69,MSFT,9.95
2026-01-01,945191.06,632319.81,312871.25,5,66.9,MSFT,9.89
2026-01-08,937581.83,709886.19,227695.64,4,75.71,NVDA,10.01
2026-01-15,929297.6,653537.48,275760.12,5,70.33,NVDA,10.05
2026-01-22,934396.36,640244.73,294151.63,4,68.52,AMD,9.97
2026-01-29,932827.96,567059.6,365768.36,5,60.79,AMD,10.05
2026-02-05,896209.83,571390.68,324819.15,5,63.76,AAPL,10.0
2026-02-12,902304.53,648306.13,253998.4,4,71.85,NVDA,10.09
2026-02-19,901772.01,663295.62,238476.39,4,73.55,NVDA,10.15
2026-02-26,906495.78,598635.06,307860.73,5,66.04,AAPL,9.99
